图片路径,图片种类编号,图片种类名称,top-1-预测编号,top-1-预测名称,top-2-预测编号,top-2-预测名称,top-3-预测编号,top-3-预测名称,top-4-预测编号,top-4-预测名称,top-5-预测编号,top-5-预测名称,种类是否存在于预测top_5中(1/0),墨鱼-预测置信度,寄居蟹-预测置信度,射水鱼-预测置信度,小丑鱼-预测置信度,水母-预测置信度,河豚-预测置信度,海星-预测置信度,海洋生物大白鲨-预测置信度,海洋生物海马-预测置信度,海洋生物鲸鲨-预测置信度,海葵-预测置信度,海豹-预测置信度,海龟-预测置信度,狮子鱼-预测置信度,珊瑚-预测置信度,石头鱼-预测置信度,石斑鱼-预测置信度,章鱼-预测置信度,红尾鲶鱼-预测置信度,蓝吊鱼-预测置信度,蓝鲸-预测置信度,虎鲸-预测置信度,虾-预测置信度,螃蟹-预测置信度,螺类-预测置信度,金鱼-预测置信度,鲈鱼-预测置信度,鲟鱼-预测置信度,鲳鱼-预测置信度,鳄鱼-预测置信度,鳗鱼-预测置信度,黄尾副刺尾鱼-预测置信度,龙虾-预测置信度
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\15.jpg,13,狮子鱼,13,狮子鱼,10,海葵,14,珊瑚,31,黄尾副刺尾鱼,6,海星,True,5.472039e-11,9.158892e-22,2.005767e-20,6.791999e-13,6.6209587e-13,1.8027769e-15,2.2641025e-07,3.2140378e-18,4.801437e-16,6.9481877e-13,0.00031746228,3.0977692e-17,3.4744663e-15,0.9996791,2.7462936e-06,8.2350137e-13,1.0175541e-08,6.076416e-17,5.6483337e-08,1.6176445e-07,1.261872e-16,3.1355966e-12,5.7458916e-11,2.6574639e-12,6.853974e-12,5.6243754e-10,3.294627e-18,7.6907e-15,1.5516621e-15,4.2405973e-10,1.2371492e-08,2.3720892e-07,1.0060839e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\16.jpg,13,狮子鱼,13,狮子鱼,0,墨鱼,30,鳗鱼,29,鳄鱼,31,黄尾副刺尾鱼,True,5.1735118e-05,8.741835e-09,1.5613986e-13,7.4076556e-10,2.4441164e-08,4.2901568e-11,4.8287956e-09,1.1418131e-15,5.6555134e-12,1.5243387e-17,1.1603349e-06,2.1549246e-10,3.3510456e-14,0.9998584,4.581536e-09,5.598983e-08,1.5343606e-07,7.1756294e-09,6.0949086e-13,1.0009834e-09,1.6407411e-21,1.2176668e-16,1.1323568e-08,2.1053875e-06,2.0963425e-07,1.8079597e-11,3.1858176e-17,9.57468e-12,2.0118215e-12,4.1448642e-05,4.202154e-05,2.6007688e-06,4.2053628e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\17.jpg,13,狮子鱼,13,狮子鱼,10,海葵,15,石头鱼,14,珊瑚,31,黄尾副刺尾鱼,True,3.946739e-07,2.5238221e-15,7.7409555e-22,5.429426e-13,6.061286e-07,2.6700908e-10,1.7633813e-07,6.8478678e-12,2.602357e-12,1.4547173e-12,2.7602782e-05,7.314008e-10,3.566885e-12,0.9999436,5.770989e-06,1.9373183e-05,3.0298613e-09,4.8408244e-10,1.5806438e-13,5.955046e-07,2.1089001e-16,1.701683e-10,6.060483e-07,1.8595122e-08,1.2068851e-07,3.2458594e-08,5.4312042e-18,5.923985e-12,5.16111e-16,7.8878486e-08,8.7395075e-10,8.6535584e-07,1.5293895e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\18.jpg,13,狮子鱼,13,狮子鱼,10,海葵,22,虾,4,水母,5,河豚,True,3.921444e-06,1.2062642e-07,2.8399733e-10,3.104075e-07,4.0129515e-05,4.9748205e-06,8.085926e-12,3.4646147e-10,6.775711e-12,1.4494196e-16,0.0002922018,2.5944098e-15,4.105583e-14,0.99958175,1.8343714e-08,1.13590435e-08,2.82894e-13,1.2108441e-08,3.06643e-10,2.7259262e-07,4.2852984e-22,6.35644e-17,7.297322e-05,2.7578783e-06,2.3046098e-10,1.3822095e-07,4.985617e-15,4.6279807e-12,1.9032198e-10,1.3189171e-11,3.9772534e-08,2.8592154e-07,4.7103395e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\19.jpg,13,狮子鱼,13,狮子鱼,6,海星,19,蓝吊鱼,31,黄尾副刺尾鱼,4,水母,True,8.592852e-09,1.3051662e-14,3.575601e-18,5.7540444e-09,1.0197135e-06,2.6555744e-11,7.4181594e-06,2.4606665e-14,6.3119803e-09,1.3167509e-10,1.7956869e-07,1.2109607e-13,4.0730478e-11,0.9999839,4.6476536e-08,6.795402e-10,3.2142015e-11,8.5924696e-14,1.8863278e-10,3.6978465e-06,8.057814e-15,3.7855816e-10,3.1636913e-09,1.6690108e-11,1.290904e-09,3.1325236e-08,4.235283e-15,4.079267e-15,1.1012084e-15,2.490077e-13,6.840321e-09,3.6581305e-06,6.303042e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\2.jpg,13,狮子鱼,13,狮子鱼,6,海星,14,珊瑚,32,龙虾,10,海葵,True,8.4660785e-09,3.3129668e-21,8.451177e-30,2.2072259e-11,2.5770603e-15,1.0242384e-17,1.917122e-06,7.611184e-23,4.1210022e-17,5.489372e-15,3.011647e-08,4.367625e-20,2.05816e-20,0.99999785,1.8441467e-07,3.2424707e-16,6.641644e-12,8.105882e-19,4.7752807e-20,5.1644265e-11,4.2181387e-22,4.2833646e-18,4.9052624e-12,2.0979263e-15,7.505527e-12,3.5559094e-13,2.722226e-25,2.6703999e-24,8.516785e-21,8.6766063e-16,1.1091205e-14,1.0806465e-09,4.2091195e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\20.jpg,13,狮子鱼,13,狮子鱼,0,墨鱼,31,黄尾副刺尾鱼,24,螺类,32,龙虾,True,6.392705e-08,3.6613343e-17,1.4915803e-25,1.6191853e-13,9.683671e-11,1.6802287e-12,5.603736e-13,3.215667e-20,2.1283653e-18,3.0503826e-18,4.5584862e-11,3.4499835e-14,1.7748414e-23,0.9999999,1.02651516e-13,4.4162985e-15,2.9123214e-15,3.580765e-17,1.750949e-22,1.7842447e-14,2.0635676e-25,1.1772432e-19,2.2857594e-11,2.9546458e-13,1.131342e-09,5.7384017e-15,5.790769e-27,1.87592e-18,1.2157474e-21,2.955532e-12,7.1845776e-12,1.4644368e-09,4.814375e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\21.jpg,13,狮子鱼,13,狮子鱼,10,海葵,14,珊瑚,31,黄尾副刺尾鱼,6,海星,True,5.472039e-11,9.158892e-22,2.005767e-20,6.791999e-13,6.6209587e-13,1.8027769e-15,2.2641025e-07,3.2140378e-18,4.801437e-16,6.9481877e-13,0.00031746228,3.0977692e-17,3.4744663e-15,0.9996791,2.7462936e-06,8.2350137e-13,1.0175541e-08,6.076416e-17,5.6483337e-08,1.6176445e-07,1.261872e-16,3.1355966e-12,5.7458916e-11,2.6574639e-12,6.853974e-12,5.6243754e-10,3.294627e-18,7.6907e-15,1.5516621e-15,4.2405973e-10,1.2371492e-08,2.3720892e-07,1.0060839e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\22.jpg,13,狮子鱼,13,狮子鱼,19,蓝吊鱼,10,海葵,18,红尾鲶鱼,25,金鱼,True,4.230277e-10,3.3276712e-15,3.123893e-12,3.010563e-08,4.2959577e-11,7.010487e-11,3.597771e-10,5.970461e-14,1.3778155e-12,2.7637862e-12,1.0100655e-05,1.0130644e-15,4.4309947e-13,0.99996793,5.3618443e-08,6.1192116e-13,3.739581e-08,4.1975104e-13,1.2792295e-06,1.9106574e-05,2.3300992e-16,2.4603409e-14,2.9756806e-09,1.2010328e-08,2.6799893e-09,7.928984e-07,1.0672827e-14,5.8858524e-10,8.864842e-11,4.178159e-08,3.626359e-08,5.123815e-07,1.9556163e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\23.jpg,13,狮子鱼,13,狮子鱼,10,海葵,16,石斑鱼,14,珊瑚,31,黄尾副刺尾鱼,True,5.794599e-12,1.3837359e-21,1.4148114e-21,2.4681323e-13,1.2349277e-16,2.383002e-16,3.2171776e-10,1.5727355e-20,9.561621e-17,6.3182543e-17,0.0021879307,9.9813444e-18,4.553321e-15,0.9978119,2.9295952e-08,2.2392467e-16,4.9462507e-08,2.5409334e-17,2.2038729e-10,5.1503565e-11,1.3047206e-18,4.9229568e-15,9.193626e-12,8.261856e-12,1.4611782e-11,7.090428e-10,5.6095e-19,7.677323e-17,1.8252313e-15,9.037576e-10,1.01647434e-10,1.013523e-08,6.033126e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\24.jpg,13,狮子鱼,13,狮子鱼,16,石斑鱼,24,螺类,10,海葵,14,珊瑚,True,1.29575675e-08,2.5534965e-17,6.167612e-23,4.4601286e-14,4.3616306e-15,1.3002458e-11,2.6928477e-08,1.02911e-20,9.502664e-19,3.115255e-12,2.7978083e-07,2.5518448e-14,3.077214e-18,0.99995315,8.81872e-08,2.176281e-15,3.6114467e-05,3.1180533e-17,2.778674e-18,1.3412498e-13,1.3744601e-22,1.611205e-20,4.2131316e-12,1.627422e-10,1.0303091e-05,1.647761e-11,6.155557e-22,6.5657056e-18,1.888592e-17,2.2497342e-09,1.5919531e-10,4.7316124e-09,2.2650005e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\25.jpg,13,狮子鱼,13,狮子鱼,10,海葵,16,石斑鱼,14,珊瑚,31,黄尾副刺尾鱼,True,5.794599e-12,1.3837359e-21,1.4148114e-21,2.4681323e-13,1.2349277e-16,2.383002e-16,3.2171776e-10,1.5727355e-20,9.561621e-17,6.3182543e-17,0.0021879307,9.9813444e-18,4.553321e-15,0.9978119,2.9295952e-08,2.2392467e-16,4.9462507e-08,2.5409334e-17,2.2038729e-10,5.1503565e-11,1.3047206e-18,4.9229568e-15,9.193626e-12,8.261856e-12,1.4611782e-11,7.090428e-10,5.6095e-19,7.677323e-17,1.8252313e-15,9.037576e-10,1.01647434e-10,1.013523e-08,6.033126e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\26.jpg,13,狮子鱼,13,狮子鱼,29,鳄鱼,6,海星,10,海葵,24,螺类,True,8.9602864e-08,1.7207584e-14,4.505627e-19,3.5916023e-12,1.0433207e-10,2.7728392e-13,3.0153408e-06,4.7631455e-17,3.839394e-14,4.2324136e-14,1.994441e-06,6.631396e-11,5.0709494e-14,0.99998856,1.4483645e-09,3.6863928e-13,1.9448042e-07,1.3884275e-13,1.6775765e-13,5.7784923e-11,6.5811594e-18,2.6474528e-16,4.0772816e-10,6.046786e-10,1.0147891e-06,1.7220925e-09,1.0348603e-17,8.740033e-14,1.8389966e-12,4.9661776e-06,1.4264388e-07,5.3509726e-08,1.4827481e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\27.jpg,13,狮子鱼,13,狮子鱼,30,鳗鱼,31,黄尾副刺尾鱼,19,蓝吊鱼,5,河豚,True,5.7036015e-08,3.1999046e-09,1.3512705e-09,2.6279915e-07,4.425667e-05,6.2862615e-05,1.1112609e-07,6.550812e-07,4.4853937e-06,4.3720834e-07,2.5187512e-07,2.2282861e-06,4.825339e-07,0.9995115,8.003303e-08,4.341387e-07,6.5772343e-09,5.330124e-10,5.5400587e-06,6.43282e-05,8.893118e-11,2.9634583e-07,8.286331e-06,3.7921797e-07,3.30674e-05,2.288357e-05,1.2931195e-10,6.662449e-07,6.6166184e-09,4.937701e-07,0.00015350904,8.150005e-05,8.820547e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\28.jpg,13,狮子鱼,13,狮子鱼,10,海葵,30,鳗鱼,22,虾,32,龙虾,True,3.3535281e-09,3.9684734e-18,1.2812396e-24,1.9313198e-13,7.016179e-11,7.0140304e-17,1.3943111e-08,1.1284306e-19,1.9168053e-17,1.6073023e-19,7.200321e-05,6.1360436e-18,1.2064113e-19,0.9999269,6.2379275e-11,6.7263196e-15,3.2938753e-13,1.3423183e-16,2.2666902e-15,7.627463e-14,2.8687028e-21,1.1131436e-16,5.38378e-08,4.424956e-11,3.9990636e-11,1.089389e-14,1.3058478e-23,1.2032924e-16,3.79272e-15,3.011848e-11,1.0185473e-06,7.017508e-10,2.6361498e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\29.jpg,13,狮子鱼,13,狮子鱼,24,螺类,16,石斑鱼,14,珊瑚,29,鳄鱼,True,4.6071164e-10,3.027333e-14,5.918691e-21,2.2770006e-11,7.304934e-12,5.3959866e-12,1.4684714e-08,8.867964e-16,9.725937e-14,2.345589e-13,6.2256845e-07,3.864334e-12,9.864874e-12,0.99995065,1.2422097e-05,1.9647413e-10,1.3513359e-05,1.1553121e-09,7.692097e-12,3.0756345e-10,5.207279e-18,1.1551774e-13,1.1600041e-09,6.975282e-07,1.9232271e-05,7.7562284e-08,1.5359188e-19,2.8899606e-12,4.1291067e-14,1.8318367e-06,1.3457226e-10,9.855627e-07,6.056579e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\3.jpg,13,狮子鱼,13,狮子鱼,10,海葵,14,珊瑚,31,黄尾副刺尾鱼,6,海星,True,5.472039e-11,9.158892e-22,2.005767e-20,6.791999e-13,6.6209587e-13,1.8027769e-15,2.2641025e-07,3.2140378e-18,4.801437e-16,6.9481877e-13,0.00031746228,3.0977692e-17,3.4744663e-15,0.9996791,2.7462936e-06,8.2350137e-13,1.0175541e-08,6.076416e-17,5.6483337e-08,1.6176445e-07,1.261872e-16,3.1355966e-12,5.7458916e-11,2.6574639e-12,6.853974e-12,5.6243754e-10,3.294627e-18,7.6907e-15,1.5516621e-15,4.2405973e-10,1.2371492e-08,2.3720892e-07,1.0060839e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\4.jpg,13,狮子鱼,13,狮子鱼,14,珊瑚,16,石斑鱼,10,海葵,31,黄尾副刺尾鱼,True,3.738242e-10,3.3756736e-18,4.808619e-22,8.961363e-15,6.8108054e-11,2.082927e-11,5.8891874e-09,4.557351e-13,1.0683646e-12,6.446809e-13,3.0467786e-06,1.3513705e-10,2.3757768e-10,0.9994068,0.0005720201,1.538813e-07,1.3772457e-05,2.7168368e-10,1.0394918e-12,4.848304e-10,3.0481364e-15,1.3022641e-12,3.0210408e-09,8.863938e-08,5.4742134e-07,5.7854596e-08,6.5472417e-18,2.564326e-12,1.0701919e-16,1.483807e-06,6.2661354e-10,2.1641727e-06,1.0202835e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\5.jpg,13,狮子鱼,13,狮子鱼,30,鳗鱼,31,黄尾副刺尾鱼,19,蓝吊鱼,5,河豚,True,5.7036015e-08,3.1999046e-09,1.3512705e-09,2.6279915e-07,4.425667e-05,6.2862615e-05,1.1112609e-07,6.550812e-07,4.4853937e-06,4.3720834e-07,2.5187512e-07,2.2282861e-06,4.825339e-07,0.9995115,8.003303e-08,4.341387e-07,6.5772343e-09,5.330124e-10,5.5400587e-06,6.43282e-05,8.893118e-11,2.9634583e-07,8.286331e-06,3.7921797e-07,3.30674e-05,2.288357e-05,1.2931195e-10,6.662449e-07,6.6166184e-09,4.937701e-07,0.00015350904,8.150005e-05,8.820547e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\6.jpg,13,狮子鱼,13,狮子鱼,19,蓝吊鱼,10,海葵,18,红尾鲶鱼,25,金鱼,True,4.230277e-10,3.3276712e-15,3.123893e-12,3.010563e-08,4.2959577e-11,7.010487e-11,3.597771e-10,5.970461e-14,1.3778155e-12,2.7637862e-12,1.0100655e-05,1.0130644e-15,4.4309947e-13,0.99996793,5.3618443e-08,6.1192116e-13,3.739581e-08,4.1975104e-13,1.2792295e-06,1.9106574e-05,2.3300992e-16,2.4603409e-14,2.9756806e-09,1.2010328e-08,2.6799893e-09,7.928984e-07,1.0672827e-14,5.8858524e-10,8.864842e-11,4.178159e-08,3.626359e-08,5.123815e-07,1.9556163e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\7.jpg,13,狮子鱼,13,狮子鱼,10,海葵,32,龙虾,22,虾,31,黄尾副刺尾鱼,True,2.5720755e-07,5.7187294e-10,1.5327787e-19,3.8895687e-06,2.002444e-06,2.3647875e-10,9.3780994e-07,1.7618857e-13,9.886295e-11,7.4554067e-16,0.0020174258,4.0842288e-16,1.02269835e-14,0.9961339,7.753923e-06,3.0762992e-09,8.9147205e-12,1.5069453e-10,8.991064e-13,9.690309e-07,1.4950687e-19,3.025949e-13,7.666141e-05,5.2883806e-06,6.3094117e-09,6.8676775e-09,1.8882813e-17,4.114458e-15,9.010004e-12,1.1931786e-11,7.1924336e-07,3.2263273e-05,0.0017179647
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\8.jpg,13,狮子鱼,13,狮子鱼,24,螺类,16,石斑鱼,6,海星,10,海葵,True,2.858661e-11,1.7923948e-15,1.2148975e-22,2.1483319e-11,1.1636445e-12,2.2103098e-14,2.2407859e-08,8.9103585e-20,1.3667737e-16,1.0987747e-15,1.3861095e-08,4.3014007e-17,4.6371733e-18,0.9999993,4.204718e-09,7.959869e-15,3.2246152e-08,2.7428375e-14,9.756611e-16,2.6609746e-11,5.837846e-22,4.811149e-18,3.1516081e-10,2.861692e-09,6.5529593e-07,4.3278964e-11,3.943924e-23,7.7035516e-17,1.5744315e-16,2.1320132e-10,4.1948528e-11,7.3830964e-10,2.5108333e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\狮子鱼\9.jpg,13,狮子鱼,13,狮子鱼,10,海葵,15,石头鱼,14,珊瑚,31,黄尾副刺尾鱼,True,3.946739e-07,2.5238221e-15,7.7409555e-22,5.429426e-13,6.061286e-07,2.6700908e-10,1.7633813e-07,6.8478678e-12,2.602357e-12,1.4547173e-12,2.7602782e-05,7.314008e-10,3.566885e-12,0.9999436,5.770989e-06,1.9373183e-05,3.0298613e-09,4.8408244e-10,1.5806438e-13,5.955046e-07,2.1089001e-16,1.701683e-10,6.060483e-07,1.8595122e-08,1.2068851e-07,3.2458594e-08,5.4312042e-18,5.923985e-12,5.16111e-16,7.8878486e-08,8.7395075e-10,8.6535584e-07,1.5293895e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\0.jpg,14,珊瑚,14,珊瑚,10,海葵,4,水母,15,石头鱼,31,黄尾副刺尾鱼,True,3.1478424e-07,2.5686662e-08,2.3555832e-10,2.7258324e-12,0.00021501757,2.3166172e-11,7.1022806e-11,3.0405435e-12,4.5439e-07,7.043059e-19,0.06811965,4.231114e-12,1.3428852e-10,5.413363e-11,0.9316324,2.1576268e-05,1.665449e-11,2.174347e-08,9.874402e-09,2.5119451e-08,5.5438662e-21,1.6252856e-13,1.7569004e-09,8.667988e-11,9.946647e-13,1.6445052e-11,2.5172833e-08,1.9957626e-14,1.1957021e-10,2.4719236e-06,1.9075422e-08,8.006002e-06,1.2147192e-14
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\1.jpg,14,珊瑚,15,石头鱼,14,珊瑚,17,章鱼,12,海龟,29,鳄鱼,True,2.0924429e-09,4.3178616e-09,1.7056827e-13,6.2819476e-13,3.9782776e-06,9.625443e-08,4.916695e-07,1.9799753e-08,3.3207384e-09,3.5247027e-08,5.5256564e-08,2.0136543e-08,0.0013784539,2.3379293e-05,0.0037477873,0.99117404,0.00011625255,0.0033579173,1.9558593e-08,2.0522964e-05,9.031183e-16,1.00024156e-13,2.9894654e-08,3.574101e-05,3.6909673e-09,9.190668e-09,2.8597575e-09,8.013725e-08,2.3026685e-11,0.00013967732,1.212575e-06,1.16360404e-07,9.48512e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\10.jpg,14,珊瑚,23,螃蟹,14,珊瑚,28,鲳鱼,10,海葵,17,章鱼,True,4.6045847e-07,2.9159816e-07,4.2888332e-10,2.5540834e-05,1.9671284e-10,0.0017999561,6.5402883e-10,1.2271097e-08,3.112378e-05,6.0320445e-19,0.006217611,1.1662098e-14,7.280116e-08,5.8283956e-07,0.11798992,1.6226739e-05,1.2929158e-06,0.0036344437,0.003429461,4.4984952e-07,2.1416414e-24,8.615238e-13,1.6114202e-06,0.8508117,3.1672156e-05,3.58346e-05,5.09955e-10,2.5680612e-05,0.013875152,0.001898011,7.516704e-05,8.298584e-05,1.4775925e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\11.jpg,14,珊瑚,14,珊瑚,30,鳗鱼,29,鳄鱼,10,海葵,17,章鱼,True,4.1603844e-06,6.001343e-10,7.924456e-08,3.1001052e-10,4.312156e-06,5.734648e-08,9.389488e-09,6.0596044e-09,6.2420468e-06,1.1181298e-16,0.00029251925,5.268857e-08,9.774829e-10,5.1586076e-06,0.9868219,2.857693e-07,9.225726e-12,0.00013833176,1.3338391e-05,2.1727897e-12,2.1235697e-13,5.4376445e-15,2.683602e-07,1.7800235e-06,1.8838999e-05,1.9185489e-08,4.0317306e-07,7.7369776e-07,2.4772287e-06,0.00040551377,0.01227588,7.655847e-06,8.628488e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\12.jpg,14,珊瑚,14,珊瑚,17,章鱼,15,石头鱼,12,海龟,10,海葵,True,1.2721227e-08,1.2449029e-08,1.2242747e-13,1.9068969e-09,3.7067937e-07,2.45481e-07,0.00031009092,8.4818605e-09,9.359779e-05,8.26804e-14,0.004836137,9.918073e-10,0.006084142,0.0006120117,0.93585664,0.008274772,4.9804745e-05,0.040708143,3.1794655e-06,0.00022681848,3.9175548e-19,2.3719822e-12,3.2591136e-06,0.00088392856,4.6201253e-06,9.707624e-06,1.6146024e-11,1.1560335e-07,3.0660325e-05,0.0019686355,1.4492348e-05,1.4915739e-05,1.3519965e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\13.jpg,14,珊瑚,26,鲈鱼,17,章鱼,14,珊瑚,28,鲳鱼,18,红尾鲶鱼,True,0.0013668265,8.415314e-09,5.0726903e-09,1.025417e-09,4.0415235e-10,5.159554e-06,7.582026e-05,4.0009138e-07,2.7455728e-08,3.1015427e-16,2.7069733e-05,1.1061637e-08,2.6886815e-08,1.2924005e-06,0.048646685,4.819819e-05,9.644777e-10,0.2884039,0.004822585,1.2226709e-11,6.2110005e-11,1.28568675e-14,0.0034134414,0.0030516845,0.00029668442,2.5105248e-07,0.6439337,5.3013705e-09,0.005714223,1.230288e-05,0.00017959588,1.5408196e-07,7.6944846e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\14.jpg,14,珊瑚,14,珊瑚,17,章鱼,23,螃蟹,16,石斑鱼,1,寄居蟹,True,9.36344e-12,9.11532e-06,3.693773e-12,1.2752325e-07,3.9963632e-10,1.3865732e-09,2.5847235e-10,1.0252441e-09,1.25214905e-08,8.967932e-12,1.4735748e-07,1.9421358e-15,8.194658e-06,7.5472003e-06,0.65441436,4.399473e-06,0.00042821036,0.34195343,4.3230304e-07,4.626281e-09,3.4031203e-17,3.9097822e-12,8.24555e-10,0.003171921,4.4594668e-07,2.2425533e-09,1.8726627e-16,1.1692125e-08,2.53492e-13,3.0238922e-08,2.349248e-09,1.6525407e-06,2.9586253e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\15.jpg,14,珊瑚,14,珊瑚,10,海葵,23,螃蟹,4,水母,31,黄尾副刺尾鱼,True,3.9804278e-16,1.3915139e-09,2.1008491e-20,2.7451394e-09,1.2078621e-05,1.8271334e-09,4.6888143e-11,2.0678856e-11,2.1703262e-12,3.28344e-17,0.0008471455,1.4750283e-20,9.840387e-16,4.96149e-07,0.9991233,3.0636165e-09,2.8968868e-16,1.3274386e-11,2.63015e-12,1.2549792e-09,9.764742e-23,2.5891136e-18,9.361653e-08,1.3092701e-05,6.825444e-17,4.096375e-09,6.0264185e-14,5.234989e-16,5.5886823e-11,5.9890656e-13,8.962135e-08,3.2721207e-06,2.6949155e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\16.jpg,14,珊瑚,14,珊瑚,12,海龟,23,螃蟹,16,石斑鱼,22,虾,True,3.174875e-05,2.4464187e-05,4.1496345e-10,1.4963658e-09,3.4603465e-07,0.0007238,5.711228e-07,3.951998e-09,1.5401157e-09,1.0964385e-09,0.0018517134,4.3020867e-07,0.11066555,0.0009698459,0.7228509,0.0015234706,0.04299527,2.6257685e-05,0.00014472818,7.724712e-07,8.61089e-17,6.4892135e-13,0.003471299,0.110587694,0.0032092144,0.00018812064,5.450167e-08,3.49862e-05,1.4662206e-07,0.00068906037,3.8345875e-06,5.7109633e-06,3.8593846e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\17.jpg,14,珊瑚,14,珊瑚,15,石头鱼,29,鳄鱼,13,狮子鱼,10,海葵,True,4.6144403e-05,5.1317834e-08,2.3403218e-06,3.1483625e-11,6.050575e-07,2.2471138e-06,2.7362758e-13,1.816919e-08,1.3344533e-08,3.3661374e-14,8.854687e-05,1.0677592e-08,2.9257787e-06,0.00011487428,0.99743336,0.0018406099,7.5508007e-07,7.373263e-05,9.215824e-07,9.020972e-07,1.9144784e-16,5.2071554e-14,8.7617984e-05,3.5031384e-08,4.9415362e-08,1.0493902e-08,7.1676354e-10,9.946224e-07,7.509723e-11,0.00022603084,2.6089608e-06,7.4588264e-05,5.781622e-14
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\18.jpg,14,珊瑚,15,石头鱼,19,蓝吊鱼,31,黄尾副刺尾鱼,4,水母,6,海星,False,0.00091745413,2.2522312e-05,5.7238707e-11,2.766204e-06,0.15493381,3.3164775e-07,0.057798985,3.6670228e-06,0.020424617,5.698729e-07,1.3618914e-05,3.4350123e-05,0.006534484,4.4847625e-06,0.018752463,0.34127697,1.2128089e-07,0.00039774991,0.00013612454,0.19858997,2.5062967e-09,3.7092047e-06,0.00010186976,1.09288785e-05,2.4646559e-05,0.003074422,2.5595222e-05,6.8130845e-08,3.2462518e-07,1.6194406e-05,0.00015425461,0.19674264,2.2173896e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\19.jpg,14,珊瑚,26,鲈鱼,17,章鱼,14,珊瑚,28,鲳鱼,18,红尾鲶鱼,True,0.0013668265,8.415314e-09,5.0726903e-09,1.025417e-09,4.0415235e-10,5.159554e-06,7.582026e-05,4.0009138e-07,2.7455728e-08,3.1015427e-16,2.7069733e-05,1.1061637e-08,2.6886815e-08,1.2924005e-06,0.048646685,4.819819e-05,9.644777e-10,0.2884039,0.004822585,1.2226709e-11,6.2110005e-11,1.28568675e-14,0.0034134414,0.0030516845,0.00029668442,2.5105248e-07,0.6439337,5.3013705e-09,0.005714223,1.230288e-05,0.00017959588,1.5408196e-07,7.6944846e-15
../海洋生物图片采集/LifeBelowWater_dataset/test\珊瑚\2.jpg,14,珊瑚,14,珊瑚,10,海葵,4,水母,24,螺类,17,章鱼,True,1.1906539e-09,4.7195507e-12,1.6316166e-10,1.434124e-14,8.573645e-06,1.3982294e-08,1.4282286e-13,3.725926e-11,1.3013494e-10,1.4597113e-19,0.0006163069,1.1254987e-13,1.5269463e-14,5.6011753e-12,0.99936897,1.8616286e-09,1.3987687e-15,9.32944e-08,1.521011e-10,9.465212e-12,1.5465587e-17,1.03949935e-17,6.7563334e-08,5.155791e-13,5.956913e-06,3.1728274e-15,3.2530941e-13,2.397914e-12,6.056967e-10,4.547797e-11,2.0368338e-09,1.3898173e-11,6.4974104e-17
